"trend","number","account","priority","sys_created_on","resolved_at","TTR_seconds","TTR","SLA_Business_Time_seconds","SLA_Business_Time","SLA_Duration_seconds","SLA_Duration","short_description"
"DAD / HL7 / interface messaging","CS1809123","Wye Valley NHS Trust","4 - Low","06/07/2026 09:22:41","09/07/2026 08:50:20","257259","2 days, 23 hrs, 27 mins","9044.0","2 hrs, 30 mins","10285.0","2 hrs, 51 mins","TIE interface failure"
"Audit / IG / access investigation","CS1809663","North West Anglia NHS Foundation Trust","4 - Low","06/07/2026 15:53:51","07/07/2026 18:07:02","94391","1 days, 2 hrs, 13 mins","32769.0","9 hrs, 6 mins","94391.0","1 days, 2 hrs, 13 mins","Audit 26-10 P1"
"Audit / IG / access investigation","CS1809667","North West Anglia NHS Foundation Trust","4 - Low","06/07/2026 15:54:56","07/07/2026 17:02:15","90439","1 days, 1 hrs, 7 mins","32704.0","9 hrs, 5 mins","90439.0","1 days, 1 hrs, 7 mins","Audit 26-10 P2"
"Audit / IG / access investigation","CS1809668","North West Anglia NHS Foundation Trust","4 - Low","06/07/2026 15:56:02","07/07/2026 09:02:20","61578","0 days, 17 hrs, 6 mins","3978.0","1 hrs, 6 mins","61578.0","17 hrs, 6 mins","Audit 26-10 P3"
"Audit / IG / access investigation","CS1809681","North West Anglia NHS Foundation Trust","4 - Low","06/07/2026 16:04:54","07/07/2026 09:21:11","62177","0 days, 17 hrs, 16 mins","4577.0","1 hrs, 16 mins","62177.0","17 hrs, 16 mins","Audit 26-11"
"DAD / HL7 / interface messaging","CS1810209","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","07/07/2026 12:58:33","15/07/2026 11:58:35","687602","7 days, 23 hrs, 0 mins","","","","","cannot launch ICE from Symphony"
"Audit / IG / access investigation","CS1810219","Bedford Hospital NHS Trust","3 - Medium","07/07/2026 13:07:32","24/07/2026 13:32:47","1470315","17 days, 0 hrs, 25 mins","99704.0","1 days, 3 hrs, 41 mins","272504.0","3 days, 3 hrs, 41 mins","Symphoney does not send document s to Viper."
"Audit / IG / access investigation","CS1810327","Norfolk and Norwich University Hospitals NHS Foundation Trust","4 - Low","07/07/2026 14:40:24","09/07/2026 16:10:21","178197","2 days, 1 hrs, 29 mins","62997.0","17 hrs, 29 mins","178197.0","2 days, 1 hrs, 29 mins","Audit of access to a patient record"
"Audit / IG / access investigation","CS1810673","Wye Valley NHS Trust","3 - Medium","08/07/2026 10:05:13","14/07/2026 15:57:27","539534","6 days, 5 hrs, 52 mins","14224.0","3 hrs, 57 mins","14224.0","3 hrs, 57 mins","Generic account has access to everything following Symphony downtime "
"DAD / HL7 / interface messaging","CS1811171","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","3 - Medium","08/07/2026 17:27:31","08/07/2026 17:29:40","129","0 days, 0 hrs, 2 mins","0.0","","129.0","2 mins","Messages stuck"
"DAD / HL7 / interface messaging","CS1811205","Wye Valley NHS Trust","4 - Low","09/07/2026 07:17:39","09/07/2026 16:09:19","31900","0 days, 8 hrs, 51 mins","","","","","DAD Restart"
"Audit / IG / access investigation","CS1811318","Wye Valley NHS Trust","1 - Critical","09/07/2026 09:41:56","09/07/2026 09:48:34","398","0 days, 0 hrs, 6 mins","398.0","6 mins","398.0","6 mins","Symphony down, unable to access"
"Audit / IG / access investigation","CS1811799","South Tees Hospitals NHS Foundation Trust","3 - Medium","09/07/2026 14:59:34","10/07/2026 09:30:03","66629","0 days, 18 hrs, 30 mins","9029.0","2 hrs, 30 mins","12884.0","3 hrs, 34 mins","Location of Icons folder"
"Audit / IG / access investigation","CS1811946","Norfolk and Norwich University Hospitals NHS Foundation Trust","4 - Low","09/07/2026 18:47:18","27/07/2026 12:16:47","1531769","17 days, 17 hrs, 29 mins","124057.0","1 days, 10 hrs, 27 mins","578419.0","6 days, 16 hrs, 40 mins","internal investigation. Audit "
"Audit / IG / access investigation","CS1811956","Brighton And Sussex University Hospitals NHS Trust","3 - Medium","10/07/2026 08:10:37","10/07/2026 15:32:44","26527","0 days, 7 hrs, 22 mins","23564.0","6 hrs, 32 mins","26527.0","7 hrs, 22 mins","Audit trail of demographic changes"
"Audit / IG / access investigation","CS1812015","Norfolk and Norwich University Hospitals NHS Foundation Trust","4 - Low","10/07/2026 09:01:30","10/07/2026 16:55:32","28442","0 days, 7 hrs, 54 mins","28442.0","7 hrs, 54 mins","28442.0","7 hrs, 54 mins","patient audit"
"Audit / IG / access investigation","CS1812194","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","10/07/2026 11:04:53","14/07/2026 14:02:37","356264","4 days, 2 hrs, 57 mins","67089.0","18 hrs, 38 mins","355089.0","4 days, 2 hrs, 38 mins","Access audit request "
"Audit / IG / access investigation","CS1812980","Mid Yorkshire Teaching NHS Trust","4 - Low","13/07/2026 12:26:00","15/07/2026 09:04:19","160699","1 days, 20 hrs, 38 mins","34141.0","9 hrs, 29 mins","91741.0","1 days, 1 hrs, 29 mins","Audit request"
"DAD / HL7 / interface messaging","CS1813197","South Tees Hospitals NHS Foundation Trust","3 - Medium","13/07/2026 16:03:30","13/07/2026 17:16:28","4378","0 days, 1 hrs, 12 mins","","","","","Restart required"
"DAD / HL7 / interface messaging","CS1813676","Leeds Teaching Hospitals NHS Trust","3 - Medium","14/07/2026 12:55:10","14/07/2026 14:37:23","6133","0 days, 1 hrs, 42 mins","2120.0","35 mins","2120.0","35 mins","DAD restart"
"DAD / HL7 / interface messaging","CS1813712","Mid Yorkshire Teaching NHS Trust","4 - Low","14/07/2026 13:23:42","14/07/2026 14:38:18","4476","0 days, 1 hrs, 14 mins","3073.0","51 mins","3073.0","51 mins","Remove DOD for patient "
"DAD / HL7 / interface messaging","CS1813916","Northern Lincolnshire And Goole NHS Foundation Trust","3 - Medium","14/07/2026 16:44:06","",,"","","","","","patient GP feeding to Symphony from Lorenzo"
"Performance / outage / errors","CS1813990","North Cumbria Integrated Care NHS Foundation Trust","3 - Medium","15/07/2026 08:38:45","",,"","","","","","HIE Viewer popping up script error"
"Performance / outage / errors","CS1814255","Norfolk and Norwich University Hospitals NHS Foundation Trust","2 - High","15/07/2026 11:34:54","16/07/2026 09:55:04","80410","0 days, 22 hrs, 20 mins","3370.0","56 mins","3370.0","56 mins","Performance Issues on Symphony DB"
"DAD / HL7 / interface messaging","CS1814607","Wye Valley NHS Trust","3 - Medium","16/07/2026 07:05:32","16/07/2026 08:35:44","5412","0 days, 1 hrs, 30 mins","","","","","DAD Restart -WVT"
"Audit / IG / access investigation","CS1815139","Northampton General Hospital NHS Trust","4 - Low","16/07/2026 11:38:31","22/07/2026 12:38:06","521975","6 days, 0 hrs, 59 mins","43827.0","12 hrs, 10 mins","101427.0","1 days, 4 hrs, 10 mins","Data finding"
"Audit / IG / access investigation","CS1815612","South Tees Hospitals NHS Foundation Trust","4 - Low","17/07/2026 09:34:48","22/07/2026 09:25:45","431457","4 days, 23 hrs, 50 mins","13209.0","3 hrs, 40 mins","70809.0","19 hrs, 40 mins","Audit data"
"Audit / IG / access investigation","CS1815613","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","17/07/2026 09:35:09","17/07/2026 15:01:45","19596","0 days, 5 hrs, 26 mins","","","","","Patient Audit"
"DAD / HL7 / interface messaging","CS1816131","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","3 - Medium","18/07/2026 15:43:34","18/07/2026 16:20:04","2190","0 days, 0 hrs, 36 mins","0.0","","2190.0","36 mins","Unable to register patients"
"DAD / HL7 / interface messaging","CS1816142","Wye Valley NHS Trust","2 - High","19/07/2026 20:06:25","19/07/2026 20:14:20","475","0 days, 0 hrs, 7 mins","475.0","7 mins","475.0","7 mins","Called for a dad restart"
"DAD / HL7 / interface messaging","CS1816315","Western Sussex Hospitals NHS Trust","3 - Medium","20/07/2026 10:08:14","21/07/2026 08:32:38","80664","0 days, 22 hrs, 24 mins","24706.0","6 hrs, 51 mins","80664.0","22 hrs, 24 mins","Remove ADT messages "
"Audit / IG / access investigation","CS1816521","Luton And Dunstable Hospital NHS Foundation Trust","4 - Low","20/07/2026 12:42:47","24/07/2026 13:30:51","348484","4 days, 0 hrs, 48 mins","15484.0","4 hrs, 18 mins","15484.0","4 hrs, 18 mins","URGENT - Symphony Data - Luton Live "
"Audit / IG / access investigation","CS1817246","Mid Yorkshire Teaching NHS Trust","4 - Low","21/07/2026 12:47:32","21/07/2026 18:00:31","18779","0 days, 5 hrs, 12 mins","15148.0","4 hrs, 12 mins","18779.0","5 hrs, 12 mins","Audit Request"
"Audit / IG / access investigation","CS1817247","Mid Yorkshire Teaching NHS Trust","4 - Low","21/07/2026 12:49:08","22/07/2026 15:25:22","95774","1 days, 2 hrs, 36 mins","38174.0","10 hrs, 36 mins","95774.0","1 days, 2 hrs, 36 mins","Audit Request"
"Audit / IG / access investigation","CS1817260","Mid Yorkshire Teaching NHS Trust","4 - Low","21/07/2026 13:00:57","21/07/2026 18:03:34","18157","0 days, 5 hrs, 2 mins","14343.0","3 hrs, 59 mins","18157.0","5 hrs, 2 mins","Audit Request"
"Audit / IG / access investigation","CS1817925","Cumbria Teaching PCT","4 - Low","22/07/2026 13:23:29","27/07/2026 13:43:02","433173","5 days, 0 hrs, 19 mins","","","","","Entry been deleted incorrectly"
"DAD / HL7 / interface messaging","CS1818047","Swansea Bay University Health Board","3 - Medium","22/07/2026 15:30:14","",,"","","","","","DoD flag needs to be removed from patient"
"Audit / IG / access investigation","CS1818169","Bedford Hospital NHS Trust","3 - Medium","22/07/2026 21:19:14","24/07/2026 09:14:59","129345","1 days, 11 hrs, 55 mins","18130.0","5 hrs, 2 mins","117776.0","1 days, 8 hrs, 42 mins","Bedford Symphony - No A03 sent from Symphony for patient H088173"
"Audit / IG / access investigation","CS1818953","Northern Lincolnshire And Goole NHS Foundation Trust","3 - Medium","23/07/2026 16:21:31","24/07/2026 11:04:40","67389","0 days, 18 hrs, 43 mins","24189.0","6 hrs, 43 mins","67389.0","18 hrs, 43 mins","Updated Contextual Link"
"Audit / IG / access investigation","CS1819665","Leeds Teaching Hospitals NHS Trust","2 - High","27/07/2026 09:20:09","28/07/2026 09:40:37","87628","1 days, 0 hrs, 20 mins","3946.0","1 hrs, 5 mins","3946.0","1 hrs, 5 mins","Diagnosis not working"
"Audit / IG / access investigation","CS1820102","Norfolk and Norwich University Hospitals NHS Foundation Trust","4 - Low","27/07/2026 12:53:31","28/07/2026 09:04:45","72674","0 days, 20 hrs, 11 mins","2064.0","34 mins","2064.0","34 mins","access log for a Coroner’s Inquest."
"Performance / outage / errors","CS1820146","North West Anglia NHS Foundation Trust","3 - Medium","27/07/2026 13:26:15","",,"","","","","","Unable to book Xray through Symphony users are getting errors"
"Audit / IG / access investigation","CS1820584","Isle Of Wight NHS Trust","4 - Low","28/07/2026 10:10:23","",,"","","","","","incorrectly formatted attendance message"
"Audit / IG / access investigation","CS1820586","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","28/07/2026 10:11:31","",,"","","","","","Special Case Alert Audit"
"Audit / IG / access investigation","CS1821264","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","29/07/2026 09:47:33","",,"","","","","","Audit Request "
"DAD / HL7 / interface messaging","CS1821439","Isle Of Wight NHS Trust","4 - Low","29/07/2026 12:11:29","",,"","","","","","Merge A40 message not processed"
"Audit / IG / access investigation","CS1821467","Leeds Teaching Hospitals NHS Trust","4 - Low","29/07/2026 12:34:19","",,"","","","","","Request for Roles and Responsibilties"
"DAD / HL7 / interface messaging","CS1821534","Aneurin Bevan University Healthboard","4 - Low","29/07/2026 13:50:10","",,"","","","","","Ptaient alert removed"
